!	0
%	2
ASHTRAY	1935
ASIA	667
ASK	1515
ASLEEP	975
ASPHALT	1961
ASPIRIN	618
ASS	1872
ASSAULT	761
ASSEMBLE	1978
ASSIGNMENT	1980
ASSIST	819
ASSISTANCE	820
ASSISTANT	829
ASSOCIATE	1987
ASSUME	1970
ASTEROID	1999
ASTONISH	1177
ASTOUND	1178
ASTROLOGY	2005
ASTRONAUT	2009
ASTRONOMY	2006
ASYLUM	2015
ATHEIST	2017
ATHLETE	2019
ATHLETIC	398
ATLANTIC	2027
ATLAS	1080
ATMOSPHERE	848
ATOM	2032
ATOMIC	2043
ATTACH	2045
ATTACHE	2051
ATTACK	1574
ATTEMPT	2059
ATTEND	128
ATTENDANCE	116
ATTENDANT	2066
ATTENTION	976
ATTENTIVE	977
ATTIC	2073
ATTIRE	2081
ATTITUDE	2086
ATTORNEY	2090
ATTRACT	1635
ATTRACTION	2095
ATTRACTIVE	1636
AUDIENCE	1657
AUGUST	2107
AUNT	1291
AURA	2114
AUSTRALIA	2116
AUTHENTIC	2117
AUTHOR	2119
AUTHORITY	2125
AUTO	2132
AUTOMATIC	2136
AUTOMOBILE	208
AUTUMN	2138
AVAILABLE	2143
AVENGE	2145
AVENUE	2146
AVERAGE	103
AVOID	2154
AWAKE	923
AWARD	175
AWARE	978
AWARENESS	979
AWAY	117
AWE	508
AWESOME	2186
AWFUL	2197
AWKWARD	2202
AX	2206
AXON	2217
A_LOT	2221
B	29
BABBLING	2222
BABE	2224
BABEL	2226
BABIES	2228
BABY	541
BACHELOR	2261
BACK	291
BACKBONE	2262
BACKGROUND	2277
BACKPACK	2282
BACKWARD	2289
BACK_STAB	2292
BACON	2295
BACTERIA	983
BAD	209
BADGE	2373
BADNESS	2380
BAFFLE	2381
BAG	2382
BAGEL	2399
BAGGAGE	907
BAHAMAS	2408
BAIT	2411
BAKE	2415
BAKED	1659
BAKER	2428
BAKERY	2429
BALANCE	2434
BALANCE_BEAM	2443
BALCONY	1599
BALD	2451
BALE	2455
BALL	2457
BALLAD	2498
BALLERINA	2500
BALLET	2435
BALLOON	849
BALLOT	2513
BALLS	2516
BALONEY	2517
BAMBI	2519
BAMBOO	2520
BAN	1069
BANANA	1660
BAND	2530
BANDAGE	280
BANDAID	821
BANDANNA	2550
BANDIT	2308
BANG	2564
BANJO	2571
BANK	248
BANKER	2573
BANNER	2584
BANQUET	2586
BAPTIST	2590
BAR	946
BARBECUE	2613
BARBED	2619
BARBELLS	2620
BARBER	2622
BARBIE	2623
BARF	2624
BARGAIN	2627
BARK	2631
BARLEY	2633
BARN	1360
BARNEY	2646
BARRACUDA	2647
BARREL	2649
BARRETTE	2655
BARRICADE	2656
BARRIER	2657
BARS	2663
BARTENDER	947
BARTER	2628
BASE	311
BASEBALL	2458
BASEMENT	2074
BASHFUL	1943
BASIC	578
BASIS	2696
BASKET	2459
BASKETBALL	410
BASS	1134
BASSINET	2229
BAT	2460
BATH	2718
BATHROOM	2730
BATHTUB	2719
BATMAN	2743
BATON	2745
BATTERY	312
BATTLE	2750
BAY	1750
BE	1033
BEACH	2764
BEAD	2461
BEAKER	2795
BEAM	2436
BEAN	2422
BEANS	2423
BEANSTALK	2816
BEAR	1361
BEARD	2824
BEAST	1362
BEAT	161
BEATLES	2834
BEAUTIFUL	1200
BEAUTIFY	2853
BEAUTY	509
BEAVER	1363
BECAME	2865
BECAUSE	2758
BECOME	1166
BED	1957
BEDROOM	2731
BEDTIME	2890
BEE	1538
BEEF	2901
BEEP	2908
BEER	948
BEES	2921
BEET	2923
BEETLE	2928
BEFORE	679
BEG	1637
BEGGAR	2934
BEGIN	2690
BEGINNER	579
BEGINNING	2942
BEHAVIOR	368
BEHIND	802
BEIGE	2949
BEING	1017
BELFRY	2714
BELIEF	2951
BELIEFS	2962
BELIEVE	194
BELIEVER	2969
BELITTLE	2971
BELL	924
BELLE	2978
BELLS	2979
BELLY	292
BELL_TOLLS	2983
BELONG	205
BELONGING	2991
BELOW	104
BELT	2000
BENCH	3004
BEND	2290
BENDABLE	3014
BENEATH	105
BENEDICT_ARNOLD	3015
BENEFIT	581
BENIGN	3021
BENT	3023
BERMUDA	3026
BERRY	3027
BEST	3031
BET	3039
BETRAY	2293
BETRAYAL	3048
BETTER	3032
BETWEEN	1228
BEVERAGE	2910
BEWARE	2170
BEYOND	106
BI-WEEKLY	3055
BIAS	710
BIBLE	3059
BIC	3070
BICYCLE	3073
BIG	2818
BIGGER	3105
BIGOTRY	3106
BIG_APPLE	3107
BIG_MAC	3109
BIKE	3074
BIKER	3118
BILL	3120
BILLBOARD	429
BILLFOLD	3127
BILLION	3129
BILLS	3131
BILLY	3133
BIMBO	3134
BINDER	3136
BINDING	3139
BINOCULARS	3140
BIOLOGIST	3141
BIOLOGY	1284
BIRD	1364
BIRDS	2922
BIRTH	2230
BIRTHDAY	724
BIRTH_CONTROL	3186
BISCUIT	3187
BISHOP	3192
BISON	1365
BIT	3197
BITCH	3201
BITCHES	3203
BITE	1539
BITS	3210
BITTER	3212
BIZARRE	3217
BLACK	668
BLACKBERRY	3247
BLACKBOARD	3251
BLACKMAIL	3255
BLACKS	3260
BLACK_AND_WHITE	3262
BLACK_CAT	3263
BLACK_WIDOW	3264
BLADE	3265
BLADES	3271
BLAME	271
BLANK	3273
BLANKET	2765
BLANKETS	3285
BLAST	2565
BLAZE	3288
BLEACH	3290
BLEMISH	3296
BLEND	3298
BLENDED	3302
BLENDER	1682
BLESS	3308
BLESSING	1707
BLIND	2715
BLINDFOLD	3319
BLINDS	3321
BLISTER	3328
BLOB	3330
BLOCK	2658
BLOCKADE	2659
BLOCKS	2231
BLONDE	3135
BLOOD	1914
BLOODY	3360
BLOOM	3362
BLOSSOM	3363
BLOT	3365
BLOTTER	3370
BLOUSE	3371
BLOW	850
BLOW_UP	3383
BLUBBER	3384
BLUE	3218
BLUE-COLLAR	3398
BLUEBERRY	3028
BLUEJAY	3147
BLUEPRINT	1734
BLUES	3401
BLUFF	3405
BLUNT	3409
BLUR	3412
BLURRY	3413
BLUSH	3415
BOARD	3418
BOARDWALK	3431
BOARD_GAME	3433
BOAT	810
BOATS	3458
BOB	3459
BODY	49
BOG	3473
BOIL	3479
BOILED	3483
BOLD	2836
BOLOGNA	3485
BOLT	3490
BOMB	2033
BOND	3496
BONDAGE	3501
BONDS	3504
BONE	1459
BONES	3509
BONNET	3510
BONUS	3511
BONY	3512
BON_VOYAGE	3513
BOO	3514
BOO-BOO	2547
BOOBS	3515
BOOGER	3517
BOOK	473
BOOKBAG	2283
BOOKLET	3550
BOOKS	3551
BOOK_BAG	3552
BOOM	2566
BOOT	3554
BOOTH	3557
BOOTS	3564
BOOZE	949
BORDER	3569
BORED	3574
BOREDOM	3577
BORING	591
BORN	3592
BORROW	2931
BOSS	1984
BOSSY	3601
BOTHER	643
BOTHERSOME	1494
BOTTLE	2232
BOTTOM	2669
BOTTOMLESS	3609
BOUGHT	3610
BOUILLON	2902
BOULDER	3613
BOULEVARD	2147
BOUNCE	2462
BOUND	3616
BOUNDARY	3570
BOUNTY	3621
BOUQUET	3625
BOURBON	950
BOW	1885
BOWL	1057
BOWLING	1058
BOWLS	3638
BOWS	3640
BOX	2383
BOXER	1169
BOXES	3658
BOXING	3345
BOY	2233
BOYFRIEND	3667
BOYS	3672
BRA	3516
BRACE	1460
BRACELET	1461
BRACES	3682
BRAG	3684
BRAIN	3685
BRAKE	177
BRAN	3695
BRANCH	2574
BRAND	3701
BRANDY	951
BRASS	2531
BRAT	3711
BRAVADO	3713
BRAVE	592
BRAVERY	3718
BRAWL	2597
BREAD	2400
BREAK	1462
BREAK-UP	3750
BREAKABLE	3752
BREAKDOWN	3756
BREAKER	3758
BREAKFAST	2296
BREAST	3764
BREASTS	3677
BREATH	851
BREATHE	852
BREED	1366
BREEZE	853
BREEZEWAY	854
BRIAR	3781
BRIBE	3256
BRICK	3331
BRICKS	3338
BRIDE	3788
BRIDGE	3792
BRIEF	3797
BRIEFCASE	2052
BRIGHT	3484
BRIGHTNESS	3811
BRILLIANT	3805
BRING	3814
BRISK	3817
BRISTLE	3818
BRITAIN	3822
BRITANNICA	3519
BRITTANICA	3824
BRITTLE	3735
BROAD	3083
BROCCOLI	3827
BROIL	2416
BROKE	1792
BROKEN	1793
BROKER	3839
BRONZE	3840
BROOK	2223
BROOM	3843
BROTH	3611
BROTHER	1483
BROTHERHOOD	3849
BROTHERS	3402
BROUGHT	3815
BROWN	2384
BROWNIE	3854
BRUISE	3219
BRUISES	3857
BRUNETTE	3342
BRUSH	3819
BUBBLE	2720
BUCCANEER	3862
BUCK	1367
BUCKET	2650
BUCKLE	2994
BUCS	3866
BUD	2911
BUDDY	3869
BUDGET	3872
BUFFALO	1368
BUG	1484
BUGGY	2234
BUGLE	1820
BUGS	3888
BUGS_BUNNY	3890
BUILD	258
BUILDER	1735
BUILDING	1600
BUILDINGS	3914
BULB	3916
BULL	3196
BULL'S_EYE	3920
BULLET	3921
BULLETIN	3419
BULLOCK	423
BULLY	2309
BUM	2766
BUMBLE	2891
BUMP	3856
BUMPER	210
BUMPS	3858
BUMPY	3943
BUN	3188
BUNCH	2524
BUNCHES	3947
BUNNY	3891
BUOYANT	3952
BURDEN	2829
BUREAU	735
BURGER_KING	3959
BURGLAR	925
BURGLARY	3961
BURIAL	3962
BURN	313
BURNER	3972
BURNING	3973
BURNT	1947
BURST	2509
BURY	3505
BUS	3977
BUSH	3248
BUSHY	3989
BUSINESS	736
BUSINESSMAN	3804
BUSTER	3995
BUSTLE	3996
BUSY	399
BUSYBODY	4000
BUTCHER	2430
BUTLER	4001
BUTT	1948
BUTTER	1092
BUTTERFLY	2837
BUTTON	2981
BUTTONS	4017
BUY	4018
BUYER	4024
BUZZ	926
BY	4027
BYE	4029
C	2148
C.B.	4030
C3PO	4032
CAB	3978
CABBAGE	4034
CABIN	4038
CABINET	4042
CABLE	4045
CABOODLE	4047
CABOOSE	4048
CACTUS	4050
CAESAR	4053
CAFE	4055
CAFETERIA	4057
CAFFEINE	4058
CAGE	1369
CAKE	2417
CAKES	4071
CALCIUM	3506
CALCULATE	445
CALCULATOR	4074
CALCULUS	996
CALENDAR	746
CALF	2235
CALIFORNIA	2767
CALL	1516
CALLS	4088
CALM	1579
CALORIE	4104
CALORIES	3966
CAMEL	1370
CAMERA	4108
CAMP	3555
CAMPAIGN	430
CAMPBELL	4119
CAMPER	4120
CAMPING	2284
CAMPUS	3084
CAN	77
CAN'T	4125
CANADA	4132
CANAL	3435
CANARY	3148
CANCEL	4136
CANCER	3765
CANCUN	4138
CANDIDATE	4118
CANDLE	3181
CANDY	1093
CANE	78
CANNON	2463
CANOE	3436
CANS	4152
CANTELOUPE	1546
CANTER	4153
CANVAS	1892
CANVASS	1893
CANYON	4157
CAN_OPENER	1683
CAP	2674
CAPABILITY	65
CAPABLE	79
CAPACITY	66
CAPE	2744
CAPITAL	3902
CAPONE	4169
CAPRICORN	4170
CAPSULE	4171
CAPTAIN	811
CAPTION	4172
CAPTIVE	2101
CAPTURE	1371
CAPTURED	4179
CAR	178
CARAVAN	4106
CARBOHYDRATES	4229
CARBON	3220
CARBONATION	4233
CARD	281
CARDBOARD	3642
CARDINAL	2675
CARDS	282
CARE	649
CARED	4249
CAREER	4250
CAREFREE	4253
CAREFUL	2171
CARELESS	4254
CARESS	4260
CARING	1611
CARNATION	4270
CARNIVAL	3558
CARPENTER	3892
CARPET	4272
CARRIAGE	2236
CARRIER	884
CARROT	2924
CARROTS	3949
CARRY	2285
CARS	4285
CART	2697
CARTON	3643
CARTOON	1455
CASE	2698
CASH	4294
CASHEW	4296
CASHEWS	4297
CASHIER	4298
CASH_ON_DELIVERY	4301
CASINO	4302
CASKET	3644
CASPER	4303
CASSETTE	4304
CAST	417
CASTLE	4306
CASUAL	2082
CAT	1059
CATASTROPHE	4320
CATCH	17
CATCHER	2464
CATCHY	4326
CATERPILLAR	3875
CATHEDRAL	4329
CATHOLIC	2591
CATS	3177
CATTLE	2903
CAUGHT	4333
CAULIFLOWER	3828
CAUSE	644
CAUTION	3053
CAUTIOUS	2172
CAVE	2716
CAVERN	4039
CAVE_MAN	4339
CAVITY	4340
CD	940
CEILING	4330
CELEBRATE	3182
CELEBRATION	3183
CELEBRITY	4348
CELERY	4281
CELL	2034
CELLAR	2075
CELLO	2711
CELSIUS	4352
CEMENT	1962
CEMETERY	3963
CENSOR	2522
CENT	4361
CENTER	4364
CENTIPEDE	4327
CENTRAL	913
CENTS	4365
CENTURY	4367
CEO	4372
CERAMIC	3628
CERAMICS	1894
CEREAL	3629
CEREMONY	2161
CERTAIN	4379
CERTIFICATE	4385
CHAIN	2465
CHAINS	4387
CHAIR	1794
CHAIRPERSON	3420
CHALK	3252
CHALKBOARD	3253
CHALLENGE	4395
CHAMBER	4397
CHAMPAGNE	2912
CHAMPION	3033
CHANCE	4401
CHANGE	501
CHANNEL	4031
CHAOS	1278
CHAPEL	4416
CHAPPED	4419
CHAPTER	3520
CHARACTER	369
CHARACTERISTIC	4422
CHARCOAL	2614
CHARGE	249
CHARITY	3016
CHARLES	4429
CHARLIE	4430
CHARM	3680
CHARMING	4432
CHARRED	3974
CHART	3125
CHASE	2575
CHASTISE	4437
CHAT	4439
CHATTER	4440
CHAUFFEUR	4180
CHEAP	2629
CHEAT	561
CHEATER	4454
CHECK	1708
CHECKBOOK	250
CHECKERED	4462
CHECKERS	3421
CHECKING	251
CHEDDAR	4467
CHEEK	3416
CHEER	2598
CHEERFUL	4472
CHEERLEADER	3343
CHEESE	3486
CHEETAH	4482
CHEF	2431
CHEMICAL	314
CHEMIST	3142
CHEMISTRY	2035
CHERISH	4490
CHEROKEE	4492
CHERRY	1661
CHESS	3193
CHEST	3085
CHEW	3204
CHEWY	4501
CHICK	2225
CHICKEN	2615
CHIEF	3595
CHILD	162
CHILDHOOD	2278
CHILDISH	550
CHILDREN	566
CHILI	2804
CHILL	4522
CHIME	2973
CHIMNEY	3783
CHIMPANZEE	1372
CHIN	4526
CHINA	1949
CHINESE	4464
CHIP	3736
CHIPMUNK	1150
CHIPPED	3834
CHIPS	812
CHIP_AND_DALE	4536
CHIRP	3149
CHISEL	4534
CHLORINE	3291
CHOCOLATE	1094
CHOICE	1129
CHOICES	4551
CHOIR	3659
CHOKE	4181
CHOMP	4496
CHOO-CHOO	4558
CHOOSE	4544
CHOP	2207
CHOPPER	4562
CHORE	4563
CHORUS	4552
CHOWDER	4565
CHRIST	4566
CHRISTIAN	2592
CHRISTMAS	4568
CHRISTMAS_TREE	4572
CHRISTOPHER	4573
CHROMOSOMES	3144
CHUCK	2904
CHUNK	3086
CHURCH	2061
CIA	4597
CIGAR	4598
CIGARETTE	1936
CINDERELLA	4603
CINEMA	4604
CINNAMON	3720
CIRCLE	1744
CIRCUMFERENCE	4607
CIRCUMSTANCE	2310
CIRCUS	354
CITIZEN	1003
CITRUS	4614
CITY	3903
CIVIL	4620
CIVIL_WORKER	4622
CLACK	4624
CLAIM	2404
CLAIMS	2405
CLAM	2418
CLAMP	4182
CLAP	2102
CLARIFY	4633
CLARINET	2532
CLARK_KENT	4637
CLASS	118
CLASSES	4648
CLASSIFIED	431
CLASSY	4649
CLAUS	4651
CLAUSE	4652
CLAW	1373
CLAWS	4655
CLAY	1895
CLEAN	855
CLEANER	4274
CLEANING	4657
CLEANLINESS	4678
CLEAR	3385
CLEARING_HOUSE	4685
CLEAT	4686
CLEAVER	2863
CLEF	4688
CLENCH	4689
CLERK	4299
CLEVER	4696
CLICHE	4700
CLICK	4625
CLIENT	4702
CLIFF	3406
CLIFFS	4705
CLIMATE	2029
CLIMAX	4706
CLIMB	1926
CLIMBER	4711
CLINIC	4712
CLINTON	4713
CLIP	4715
CLIPPER	4716
CLIPPERS	4718
CLOAK	4164
CLOCK	927
CLOCKWISE	4722
CLOG	4728
CLONE	4732
CLOROX	3292
CLOSE	493
CLOSED	4173
CLOSER	4741
CLOSET	2076
CLOSING	4743
CLOTH	2551
CLOTHES	1647
CLOTHING	4025
CLOUD	856
CLOUDY	4679
CLOVE	4601
CLOVER	4773
CLOWN	2510
CLOWNS	4774
CLUB	2599
CLUBS	4778
CLUE	4779
CLUELESS	4784
CLUMP	4785
CLUMSY	2203
CLUTTER	259
CO-PILOT	892
CO-WORKER	1988
COACH	4280
COAL	3221
COARSE	4790
COAST	2768
COAT	4011
COAX	4798
COB	4799
COBBLER	1662
COBRA	4800
COBWEB	2077
COCA-COLA	4801
COCAINE	456
COCK-A-DOODLE-DO	4804
COCKROACH	4805
COCKTAIL	952
COCKY	1873
COCOON	1374
COD	4165
CODE	3386
COERCE	4811
COFFEE	2805
COFFEE_POT	4817
COFFIN	3964
COIN	4405
COINS	4819
COKE	3605
COLA	4820
COLD	1049
COLDER	4831
COLESLAW	4035
COLGATE	4833
COLLAPSE	4834
COLLAR	3387
COLLEAGUE	1989
COLLECT	260
COLLECTED	4089
COLLECTOR	4837
COLLEGE	518
COLLISION	4843
COLOGNE	4844
COLON	4848
COLONEL	1821
COLOR	1896
COLORADO	3614
COLORS	4857
COLT	4858
COLUMBUS	4861
COLUMN	3904
COMA	4862
COMB	3859
COMBINATION	4864
COMBINE	446
COMBINED	4868
COMBUSTION	4869
COME	1641
COMEDIAN	418
COMEDY	4775
COMET	2001
COME_BACK	4874
COMFORT	2872
COMFORTABLE	2873
COMIC	4878
COMICS	4287
COMMA	4849
COMMAND	1822
COMMANDER	1823
COMMANDMENTS	4884
COMMENCEMENT	4885
COMMENT	1517
COMMERCE	4398
COMMERCIAL	432
COMMISSION	4887
COMMITMENT	1700
COMMITTEE	3422
COMMON	2149
COMMON_PLACE	4895
COMMUNICATE	4896
COMMUNICATION	4897
COMMUNISM	4900
COMMUNIST	2311
COMMUNITY	4903
COMPACT	4183
COMPACT_DISC	4907
COMPANION	3870
COMPANY	737
COMPARE	1270
COMPASS	4912
COMPASSION	4266
COMPETE	4396
COMPETENCE	67
COMPETITION	4917
COMPLAIN	1485
COMPLETE	234
COMPLEX	1601
COMPLICATED	4923
COMPLIMENT	4926
COMPONENT	4927
COMPONENTS	4486
COMPOSE	4932
COMPOUND	3626
COMPREHEND	4935
COMPROMISE	781
COMPULSION	4936
COMPULSIVE	4938
COMPUTE	447
COMPUTER	1663
CON	711
CONCEAL	4950
CONCEIT	1874
CONCEITED	1875
CONCENTRATE	2067
CONCEPT	4954
CONCERN	4244
CONCERT	1771
CONCLUDE	4956
CONCLUSION	1518
CONCOCTION	4958
CONCRETE	139
CONDEMN	2312
CONDIMENT	4960
CONDITION	857
CONDITIONED	4962
CONDITIONER	858
CONDITIONS	4964
CONDOM	4965
CONDUCTOR	2533
CONE	4967
CONES	3335
CONFEDERACY	4969
CONFERENCE	3578
CONFESS	523
CONFESSION	524
CONFIDENCE	4971
CONFIDENT	1876
CONFIDENTIAL	4974
CONFLICT	1783
CONFUSE	1486
CONFUSED	4980
CONFUSING	4925
CONFUSION	4414
CONGESTION	4984
CONGRESS	4447
CONGRESSMAN	4987
CONNECT	1990
CONNECTIONS	4991
CONNIVE	4993
CONNIVING	4995
CONQUER	4996
CONQUEST	583
CONS	5000
CONSCIENCE	2158
CONSCIOUS	1018
CONSENT	782
CONSEQUENCE	384
CONSERVATIVE	5004
CONSIDER	4245
CONSISTENT	5010
CONSOLE	4184
CONSTANT	1152
CONSTITUTION	1201
CONSTRUCT	3893
CONSTRUCTION	3894
CONSTRUCTIVE	3895
CONSTRUCTOR	3901
CONSUME	5019
CONSUMER	4019
CONTACT	4084
CONTACTS	4992
CONTAINER	3630
CONTEMPLATE	5005
CONTEMPORARY	1897
CONTENT	3521
CONTEST	2854
CONTEXT	3522
CONTINENT	669
CONTINUOUS	5011
CONTRACT	789
CONTRACTOR	3896
CONTRAPTION	5032
CONTRARY	5034
CONTROL	3180
CONTROLS	893
CONVENT	4580
CONVERSATION	4898
CONVERSE	5039
CONVICT	5040
CONVINCE	1776
COOK	1719
COOKBOOK	5043
COOKED	2424
COOKER	5050
COOKIE	2419
COOKIES	813
COOKING	1720
COOKOUT	2616
COOL	2192
COOLANT	5059
COOLER	2913
COORDINATION	2437
COP	1864
COPIER	4455
COPPER	3707
COPS	3336
COPY	3400
CORAL	2769
CORD	4046
CORE	1664
CORK	3423
CORN	3721
CORNBEEF	4036
CORNER	1344
CORPORAL	504
CORPORATION	738
CORPSE	3461
CORRECT	265
CORRIDOR	5074
CORRODE	5075
CORRUPT	2313
COSBY	5076
COSINE	5078
COSMETICS	2855
COSMONAUT	2010
COST	1230
COSTUME	4749
COTTAGE	4040
COTTON	2466
COUCH	4388
COUGAR	1375
COUGH	4553
COUGH_DROPS	5087
COULD	5088
COUNCIL	4889
COUNSEL	608
COUNT	448
COUNTER	4692
COUNTER_CLOCKWISE	4727
COUNTRY	670
COUNTY	4615
COUNT_ON	5092
COUPLE	5095
COURAGE	2374
COURAGEOUS	3715
COURSE	4638
COURT	272
COURTEOUS	5110
COUSIN	2109
COUTH	5112
COVER	941
COVERAGE	5115
COVERED	3286
COW	2641
COWARD	654
COWBOY	2552
COWGIRL	3565
COYOTE	1376
COZY	2874
CRAB	1665
CRACK	3737
CRACKED	3835
CRACKER	2651
CRACKERS	1377
CRACKLE	4376
CRADLE	2237
CRAFT	1898
CRAFTS	1899
CRAMP	5135
CRANE	3150
CRAPS	5137
CRASH	211
CRATER	5138
CRAVE	4539
CRAWL	2238
CRAYOLA	4851
CRAYON	3388
CRAZY	88
CREAK	5150
CREAM	4477
CREAM_CHEESE	2401
CREASE	5152
CREATE	1900
CREATED	5156
CREATION	1901
CREATIVE	1902
CREATIVITY	1903
CREATOR	1921
CREATURE	1378
CREDIT	4235
CREEK	3841
CREEP	5140
CRESCENT	5162
CREST	5164
CREVICE	5130
CREW	3437
